id,target
250,0.6311421007798392
251,0.49461509510385376
252,0.5000850420952919
253,0.6453155234122411
254,0.4247533854558303
255,0.35675912512641267
256,0.38588571928038023
257,0.25484723329246894
258,0.6568989994958698
259,0.22326893853819457
260,0.5331008088666165
261,0.41461769184410796
262,0.36312837805052023
263,0.6094521504578252
264,0.27997347077864404
265,0.6444321806286798
266,0.3313832857082989
267,0.7126998163917635
268,0.4271962171147018
269,0.2958703235500617
270,0.5026631380707587
271,0.6278094655107775
272,0.47707014289293753
273,0.3507854979638606
274,0.35714881822436884
275,0.48605914280590395
276,0.13493048954436082
277,0.7102948561901524
278,0.6586476511600243
279,0.5667822033035183
280,0.4209237404765312
281,0.4291821098694688
282,0.4811943359153036
283,0.25310638692051457
284,0.6291455592915567
285,0.2672042247865395
286,0.46443680069363186
287,0.3958242607888064
288,0.6407921080002192
289,0.8110865119371328
290,0.4947033766907778
291,0.31784790909748684
292,0.522032259217803
293,0.5385643689562354
294,0.4479836961719717
295,0.6091716809397352
296,0.598208994344843
297,0.6386651742592605
298,0.5625216177001777
299,0.296092465454872
300,0.4525683236421786
301,0.5516290077753546
302,0.687670545086283
303,0.6561078179325476
304,0.40411744765379404
305,0.6135576770335743
306,0.8440701818497325
307,0.6600982212133327
308,0.8130707050753998
309,0.24538650105796264
310,0.6573777310506266
311,0.6769176998708971
312,0.7784276591332544
313,0.6019961721823417
314,0.224783692702978
315,0.2784956442652805
316,0.6628259471698693
317,0.7000212445710635
318,0.19422702290460986
319,0.7514328472076267
320,0.5716632655908181
321,0.4105281678325755
322,0.413334655837986
323,0.7261235600231895
324,0.6326540595508663
325,0.5208445655616218
326,0.33723808107193715
327,0.3229179884834226
328,0.41184444376795787
329,0.5005105811145267
330,0.21648421949692656
331,0.43126335825786616
332,0.33872910071146706
333,0.14935086824379265
334,0.7891920807818681
335,0.6420650578702979
336,0.42102769731419865
337,0.4904028324773868
338,0.4863462698266976
339,0.2549752160524657
340,0.7484227973185568
341,0.2551315471442239
342,0.5180546780837735
343,0.6894046870018498
344,0.7461915396240247
345,0.4067791621644056
346,0.49296330464717253
347,0.45143683399842904
348,0.7276391733357139
349,0.6344466588187647
350,0.6202303940813046
351,0.580008583324358
352,0.49463302350233035
353,0.45090189321147944
354,0.5062986325867479
355,0.659090344994864
356,0.21379241708314062
357,0.44098571478839155
358,0.49791857547213975
359,0.5927969557477419
360,0.7419108598581479
361,0.47646702721319883
362,0.2621875363848043
363,0.6416851187261797
364,0.5684900529728069
365,0.11421828753275129
366,0.5285771939335224
367,0.48583113309308085
368,0.20257125751723737
369,0.7116510742098501
370,0.5075525097881525
371,0.5944291889771715
372,0.2761062145598994
373,0.41989539517753416
374,0.6430149671695197
375,0.7145931389609522
376,0.2235118756848354
377,0.3909022714946457
378,0.5674412633236857
379,0.2687483317117672
380,0.46247011398792853
381,0.7722507122453045
382,0.6806894589270935
383,0.7289751736165181
384,0.4707422749599979
385,0.5765223695163588
386,0.7735423083022321
387,0.5405178337626582
388,0.11659547884229665
389,0.2605309465975217
390,0.683322810977672
391,0.3302823964567935
392,0.49121354631584285
393,0.479136569867458
394,0.6309707730827572
395,0.6491501348633122
396,0.16567729821483368
397,0.381398308626332
398,0.6014173799176586
399,0.5732289455559766
400,0.515432550806986
401,0.4970112938520389
402,0.1770264146030146
403,0.448304197498831
404,0.3865763554924926
405,0.6883861921209562
406,0.4303429192636233
407,0.22540084494603488
408,0.33611224219530034
409,0.6146275660792736
410,0.7676481840876421
411,0.6230734249682958
412,0.4060372379120894
413,0.6497558166505918
414,0.7327733083628101
415,0.6765512080398713
416,0.4172702165828948
417,0.5086152246459053
418,0.34220839766774575
419,0.6896961232717543
420,0.6020469051183769
421,0.3961792582426022
422,0.33228891326451665
423,0.9027052388203495
424,0.5085808527653496
425,0.31381362105448113
426,0.36989172581824104
427,0.46617989390856557
428,0.7098799836829258
429,0.2358836112201215
430,0.47762887614687555
431,0.4952149594939754
432,0.5762292689960117
433,0.6548989991201227
434,0.7322949313123551
435,0.15881837669878307
436,0.35313660045419587
437,0.3182887744852215
438,0.6639384249427132
439,0.5542253777767304
440,0.347699960501946
441,0.2581225172171297
442,0.6034186102898013
443,0.3352960857121361
444,0.5474067705124219
445,0.18524623624847744
446,0.726275330721648
447,0.30450397222703196
448,0.338461444574963
449,0.5934124309978898
450,0.049536956361803754
451,0.6165662989915299
452,0.3844067702221038
453,0.2895134390477388
454,0.4973895151207923
455,0.5371056941059255
456,0.5025657877810923
457,0.34919205252786056
458,0.5268220432343166
459,0.6175270525560205
460,0.627496959244219
461,0.6676226892863405
462,0.430757388583704
463,0.19257025713663342
464,0.6432998531361772
465,0.6597283835471351
466,0.6688753316148445
467,0.5418185237962122
468,0.7729535998161631
469,0.3428263396493703
470,0.4073631751429498
471,0.4346657155306085
472,0.5514962584096629
473,0.45166158878038404
474,0.7686949518421172
475,0.5352419489041315
476,0.6721046215953
477,0.8109010912672944
478,0.8533798300372725
479,0.6478113585557894
480,0.3726799130719629
481,0.42419946527420227
482,0.765529798622557
483,0.21938011169563362
484,0.44441452018417005
485,0.36396454254596927
486,0.499571519369948
487,0.4846904117654692
488,0.5862286288619774
489,0.7582196915033153
490,0.40798534476379555
491,0.3272857784292795
492,0.29611550919732804
493,0.8121808206852174
494,0.6558961578041055
495,0.2648473403068026
496,0.5050268738391552
497,0.31926132024783416
498,0.3500738783619344
499,0.5372680465307368
500,0.8592477118102272
501,0.6157390532145165
502,0.5040299358971438
503,0.6938194207525117
504,0.5695097702103521
505,0.7435090061533273
506,0.4041161878144253
507,0.19760422905368635
508,0.45037910551738874
509,0.676161863565274
510,0.5882393317311977
511,0.5821065537128687
512,0.4398533031919177
513,0.559517881707052
514,0.3709032727650502
515,0.4576217474173181
516,0.5775426448287867
517,0.31840030380673845
518,0.6398542932191486
519,0.5754579453585928
520,0.29755555376308823
521,0.5439313098026126
522,0.6297744311478234
523,0.35785047634985534
524,0.5481344593157159
525,0.5650074562282218
526,0.5075824428340674
527,0.4801769541368608
528,0.4691022930052921
529,0.5890363495710844
530,0.4267061309058777
531,0.8485552233977308
532,0.505275814435558
533,0.40046103755971607
534,0.4961053301354287
535,0.6880178817910219
536,0.5609570696174327
537,0.30855957605079914
538,0.195543335573623
539,0.784876794942535
540,0.6198149226373091
541,0.4105207051463565
542,0.6560516655585101
543,0.7413238132957417
544,0.4298349807047914
545,0.5212997745288185
546,0.5426241422905623
547,0.49660271555845753
548,0.6615222384094974
549,0.5684000232423568
550,0.7937927490349191
551,0.7097661211137734
552,0.5577358983494646
553,0.6464445712420749
554,0.24305137324233142
555,0.2806559294366156
556,0.9081684318529638
557,0.5577938146759956
558,0.34772277195396645
559,0.45596580190233493
560,0.3724639319586902
561,0.4129958534954376
562,0.4970201708343945
563,0.6488452955860451
564,0.3777915442793432
565,0.8014790618717104
566,0.2949868897558298
567,0.3844734892533647
568,0.4105494840734763
569,0.26227837871592175
570,0.7211446347802357
571,0.6403695084019219
572,0.40599311367038643
573,0.7616589673106414
574,0.2969590266151432
575,0.6584500178872371
576,0.25530407425729096
577,0.42943189795342196
578,0.4936907382012139
579,0.7201236202306722
580,0.5359568377296726
581,0.5376334998584188
582,0.7058112146508039
583,0.34000140483243213
584,0.755658033174208
585,0.16712496649677336
586,0.461880003973918
